Data,Ano,Mes,Mes_Nome,Ano_Mes,Trimestre,Dia_Semana,Dia_Mes,Semana_Ano
2017-10-01,2017,10,Outubro,2017-10,4,Domingo,1,39
2017-10-02,2017,10,Outubro,2017-10,4,Segunda-feira,2,40
2017-10-03,2017,10,Outubro,2017-10,4,Terça-feira,3,40
2017-10-04,2017,10,Outubro,2017-10,4,Quarta-feira,4,40
2017-10-05,2017,10,Outubro,2017-10,4,Quinta-feira,5,40
2017-10-06,2017,10,Outubro,2017-10,4,Sexta-feira,6,40
2017-10-07,2017,10,Outubro,2017-10,4,Sábado,7,40
2017-10-08,2017,10,Outubro,2017-10,4,Domingo,8,40
2017-10-09,2017,10,Outubro,2017-10,4,Segunda-feira,9,41
2017-10-10,2017,10,Outubro,2017-10,4,Terça-feira,10,41
2017-10-11,2017,10,Outubro,2017-10,4,Quarta-feira,11,41
2017-10-12,2017,10,Outubro,2017-10,4,Quinta-feira,12,41
2017-10-13,2017,10,Outubro,2017-10,4,Sexta-feira,13,41
2017-10-14,2017,10,Outubro,2017-10,4,Sábado,14,41
2017-10-15,2017,10,Outubro,2017-10,4,Domingo,15,41
2017-10-16,2017,10,Outubro,2017-10,4,Segunda-feira,16,42
2017-10-17,2017,10,Outubro,2017-10,4,Terça-feira,17,42
2017-10-18,2017,10,Outubro,2017-10,4,Quarta-feira,18,42
2017-10-19,2017,10,Outubro,2017-10,4,Quinta-feira,19,42
2017-10-20,2017,10,Outubro,2017-10,4,Sexta-feira,20,42
2017-10-21,2017,10,Outubro,2017-10,4,Sábado,21,42
2017-10-22,2017,10,Outubro,2017-10,4,Domingo,22,42
2017-10-23,2017,10,Outubro,2017-10,4,Segunda-feira,23,43
2017-10-24,2017,10,Outubro,2017-10,4,Terça-feira,24,43
2017-10-25,2017,10,Outubro,2017-10,4,Quarta-feira,25,43
2017-10-26,2017,10,Outubro,2017-10,4,Quinta-feira,26,43
2017-10-27,2017,10,Outubro,2017-10,4,Sexta-feira,27,43
2017-10-28,2017,10,Outubro,2017-10,4,Sábado,28,43
2017-10-29,2017,10,Outubro,2017-10,4,Domingo,29,43
2017-10-30,2017,10,Outubro,2017-10,4,Segunda-feira,30,44
2017-10-31,2017,10,Outubro,2017-10,4,Terça-feira,31,44
2017-11-01,2017,11,Novembro,2017-11,4,Quarta-feira,1,44
2017-11-02,2017,11,Novembro,2017-11,4,Quinta-feira,2,44
2017-11-03,2017,11,Novembro,2017-11,4,Sexta-feira,3,44
2017-11-04,2017,11,Novembro,2017-11,4,Sábado,4,44
2017-11-05,2017,11,Novembro,2017-11,4,Domingo,5,44
2017-11-06,2017,11,Novembro,2017-11,4,Segunda-feira,6,45
2017-11-07,2017,11,Novembro,2017-11,4,Terça-feira,7,45
2017-11-08,2017,11,Novembro,2017-11,4,Quarta-feira,8,45
2017-11-09,2017,11,Novembro,2017-11,4,Quinta-feira,9,45
2017-11-10,2017,11,Novembro,2017-11,4,Sexta-feira,10,45
2017-11-11,2017,11,Novembro,2017-11,4,Sábado,11,45
2017-11-12,2017,11,Novembro,2017-11,4,Domingo,12,45
2017-11-13,2017,11,Novembro,2017-11,4,Segunda-feira,13,46
2017-11-14,2017,11,Novembro,2017-11,4,Terça-feira,14,46
2017-11-15,2017,11,Novembro,2017-11,4,Quarta-feira,15,46
2017-11-16,2017,11,Novembro,2017-11,4,Quinta-feira,16,46
2017-11-17,2017,11,Novembro,2017-11,4,Sexta-feira,17,46
2017-11-18,2017,11,Novembro,2017-11,4,Sábado,18,46
2017-11-19,2017,11,Novembro,2017-11,4,Domingo,19,46
2017-11-20,2017,11,Novembro,2017-11,4,Segunda-feira,20,47
2017-11-21,2017,11,Novembro,2017-11,4,Terça-feira,21,47
2017-11-22,2017,11,Novembro,2017-11,4,Quarta-feira,22,47
2017-11-23,2017,11,Novembro,2017-11,4,Quinta-feira,23,47
2017-11-24,2017,11,Novembro,2017-11,4,Sexta-feira,24,47
2017-11-25,2017,11,Novembro,2017-11,4,Sábado,25,47
2017-11-26,2017,11,Novembro,2017-11,4,Domingo,26,47
2017-11-27,2017,11,Novembro,2017-11,4,Segunda-feira,27,48
2017-11-28,2017,11,Novembro,2017-11,4,Terça-feira,28,48
2017-11-29,2017,11,Novembro,2017-11,4,Quarta-feira,29,48
2017-11-30,2017,11,Novembro,2017-11,4,Quinta-feira,30,48
2017-12-01,2017,12,Dezembro,2017-12,4,Sexta-feira,1,48
2017-12-02,2017,12,Dezembro,2017-12,4,Sábado,2,48
2017-12-03,2017,12,Dezembro,2017-12,4,Domingo,3,48
2017-12-04,2017,12,Dezembro,2017-12,4,Segunda-feira,4,49
2017-12-05,2017,12,Dezembro,2017-12,4,Terça-feira,5,49
2017-12-06,2017,12,Dezembro,2017-12,4,Quarta-feira,6,49
2017-12-07,2017,12,Dezembro,2017-12,4,Quinta-feira,7,49
2017-12-08,2017,12,Dezembro,2017-12,4,Sexta-feira,8,49
2017-12-09,2017,12,Dezembro,2017-12,4,Sábado,9,49
2017-12-10,2017,12,Dezembro,2017-12,4,Domingo,10,49
2017-12-11,2017,12,Dezembro,2017-12,4,Segunda-feira,11,50
2017-12-12,2017,12,Dezembro,2017-12,4,Terça-feira,12,50
2017-12-13,2017,12,Dezembro,2017-12,4,Quarta-feira,13,50
2017-12-14,2017,12,Dezembro,2017-12,4,Quinta-feira,14,50
2017-12-15,2017,12,Dezembro,2017-12,4,Sexta-feira,15,50
2017-12-16,2017,12,Dezembro,2017-12,4,Sábado,16,50
2017-12-17,2017,12,Dezembro,2017-12,4,Domingo,17,50
2017-12-18,2017,12,Dezembro,2017-12,4,Segunda-feira,18,51
2017-12-19,2017,12,Dezembro,2017-12,4,Terça-feira,19,51
2017-12-20,2017,12,Dezembro,2017-12,4,Quarta-feira,20,51
2017-12-21,2017,12,Dezembro,2017-12,4,Quinta-feira,21,51
2017-12-22,2017,12,Dezembro,2017-12,4,Sexta-feira,22,51
2017-12-23,2017,12,Dezembro,2017-12,4,Sábado,23,51
2017-12-24,2017,12,Dezembro,2017-12,4,Domingo,24,51
2017-12-25,2017,12,Dezembro,2017-12,4,Segunda-feira,25,52
2017-12-26,2017,12,Dezembro,2017-12,4,Terça-feira,26,52
2017-12-27,2017,12,Dezembro,2017-12,4,Quarta-feira,27,52
2017-12-28,2017,12,Dezembro,2017-12,4,Quinta-feira,28,52
2017-12-29,2017,12,Dezembro,2017-12,4,Sexta-feira,29,52
2017-12-30,2017,12,Dezembro,2017-12,4,Sábado,30,52
2017-12-31,2017,12,Dezembro,2017-12,4,Domingo,31,52
2018-01-01,2018,1,Janeiro,2018-01,1,Segunda-feira,1,1
2018-01-02,2018,1,Janeiro,2018-01,1,Terça-feira,2,1
2018-01-03,2018,1,Janeiro,2018-01,1,Quarta-feira,3,1
2018-01-04,2018,1,Janeiro,2018-01,1,Quinta-feira,4,1
2018-01-05,2018,1,Janeiro,2018-01,1,Sexta-feira,5,1
2018-01-06,2018,1,Janeiro,2018-01,1,Sábado,6,1
2018-01-07,2018,1,Janeiro,2018-01,1,Domingo,7,1
2018-01-08,2018,1,Janeiro,2018-01,1,Segunda-feira,8,2
2018-01-09,2018,1,Janeiro,2018-01,1,Terça-feira,9,2
2018-01-10,2018,1,Janeiro,2018-01,1,Quarta-feira,10,2
2018-01-11,2018,1,Janeiro,2018-01,1,Quinta-feira,11,2
2018-01-12,2018,1,Janeiro,2018-01,1,Sexta-feira,12,2
2018-01-13,2018,1,Janeiro,2018-01,1,Sábado,13,2
2018-01-14,2018,1,Janeiro,2018-01,1,Domingo,14,2
2018-01-15,2018,1,Janeiro,2018-01,1,Segunda-feira,15,3
2018-01-16,2018,1,Janeiro,2018-01,1,Terça-feira,16,3
2018-01-17,2018,1,Janeiro,2018-01,1,Quarta-feira,17,3
2018-01-18,2018,1,Janeiro,2018-01,1,Quinta-feira,18,3
2018-01-19,2018,1,Janeiro,2018-01,1,Sexta-feira,19,3
2018-01-20,2018,1,Janeiro,2018-01,1,Sábado,20,3
2018-01-21,2018,1,Janeiro,2018-01,1,Domingo,21,3
2018-01-22,2018,1,Janeiro,2018-01,1,Segunda-feira,22,4
2018-01-23,2018,1,Janeiro,2018-01,1,Terça-feira,23,4
2018-01-24,2018,1,Janeiro,2018-01,1,Quarta-feira,24,4
2018-01-25,2018,1,Janeiro,2018-01,1,Quinta-feira,25,4
2018-01-26,2018,1,Janeiro,2018-01,1,Sexta-feira,26,4
2018-01-27,2018,1,Janeiro,2018-01,1,Sábado,27,4
2018-01-28,2018,1,Janeiro,2018-01,1,Domingo,28,4
2018-01-29,2018,1,Janeiro,2018-01,1,Segunda-feira,29,5
2018-01-30,2018,1,Janeiro,2018-01,1,Terça-feira,30,5
2018-01-31,2018,1,Janeiro,2018-01,1,Quarta-feira,31,5
2018-02-01,2018,2,Fevereiro,2018-02,1,Quinta-feira,1,5
2018-02-02,2018,2,Fevereiro,2018-02,1,Sexta-feira,2,5
2018-02-03,2018,2,Fevereiro,2018-02,1,Sábado,3,5
2018-02-04,2018,2,Fevereiro,2018-02,1,Domingo,4,5
2018-02-05,2018,2,Fevereiro,2018-02,1,Segunda-feira,5,6
2018-02-06,2018,2,Fevereiro,2018-02,1,Terça-feira,6,6
2018-02-07,2018,2,Fevereiro,2018-02,1,Quarta-feira,7,6
2018-02-08,2018,2,Fevereiro,2018-02,1,Quinta-feira,8,6
2018-02-09,2018,2,Fevereiro,2018-02,1,Sexta-feira,9,6
2018-02-10,2018,2,Fevereiro,2018-02,1,Sábado,10,6
2018-02-11,2018,2,Fevereiro,2018-02,1,Domingo,11,6
2018-02-12,2018,2,Fevereiro,2018-02,1,Segunda-feira,12,7
2018-02-13,2018,2,Fevereiro,2018-02,1,Terça-feira,13,7
2018-02-14,2018,2,Fevereiro,2018-02,1,Quarta-feira,14,7
2018-02-15,2018,2,Fevereiro,2018-02,1,Quinta-feira,15,7
2018-02-16,2018,2,Fevereiro,2018-02,1,Sexta-feira,16,7
2018-02-17,2018,2,Fevereiro,2018-02,1,Sábado,17,7
2018-02-18,2018,2,Fevereiro,2018-02,1,Domingo,18,7
2018-02-19,2018,2,Fevereiro,2018-02,1,Segunda-feira,19,8
2018-02-20,2018,2,Fevereiro,2018-02,1,Terça-feira,20,8
2018-02-21,2018,2,Fevereiro,2018-02,1,Quarta-feira,21,8
2018-02-22,2018,2,Fevereiro,2018-02,1,Quinta-feira,22,8
2018-02-23,2018,2,Fevereiro,2018-02,1,Sexta-feira,23,8
2018-02-24,2018,2,Fevereiro,2018-02,1,Sábado,24,8
2018-02-25,2018,2,Fevereiro,2018-02,1,Domingo,25,8
2018-02-26,2018,2,Fevereiro,2018-02,1,Segunda-feira,26,9
2018-02-27,2018,2,Fevereiro,2018-02,1,Terça-feira,27,9
2018-02-28,2018,2,Fevereiro,2018-02,1,Quarta-feira,28,9
2018-03-01,2018,3,Março,2018-03,1,Quinta-feira,1,9
2018-03-02,2018,3,Março,2018-03,1,Sexta-feira,2,9
2018-03-03,2018,3,Março,2018-03,1,Sábado,3,9
2018-03-04,2018,3,Março,2018-03,1,Domingo,4,9
2018-03-05,2018,3,Março,2018-03,1,Segunda-feira,5,10
2018-03-06,2018,3,Março,2018-03,1,Terça-feira,6,10
2018-03-07,2018,3,Março,2018-03,1,Quarta-feira,7,10
2018-03-08,2018,3,Março,2018-03,1,Quinta-feira,8,10
2018-03-09,2018,3,Março,2018-03,1,Sexta-feira,9,10
2018-03-10,2018,3,Março,2018-03,1,Sábado,10,10
2018-03-11,2018,3,Março,2018-03,1,Domingo,11,10
2018-03-12,2018,3,Março,2018-03,1,Segunda-feira,12,11
2018-03-13,2018,3,Março,2018-03,1,Terça-feira,13,11
2018-03-14,2018,3,Março,2018-03,1,Quarta-feira,14,11
2018-03-15,2018,3,Março,2018-03,1,Quinta-feira,15,11
2018-03-16,2018,3,Março,2018-03,1,Sexta-feira,16,11
2018-03-17,2018,3,Março,2018-03,1,Sábado,17,11
2018-03-18,2018,3,Março,2018-03,1,Domingo,18,11
2018-03-19,2018,3,Março,2018-03,1,Segunda-feira,19,12
2018-03-20,2018,3,Março,2018-03,1,Terça-feira,20,12
2018-03-21,2018,3,Março,2018-03,1,Quarta-feira,21,12
2018-03-22,2018,3,Março,2018-03,1,Quinta-feira,22,12
2018-03-23,2018,3,Março,2018-03,1,Sexta-feira,23,12
2018-03-24,2018,3,Março,2018-03,1,Sábado,24,12
2018-03-25,2018,3,Março,2018-03,1,Domingo,25,12
2018-03-26,2018,3,Março,2018-03,1,Segunda-feira,26,13
2018-03-27,2018,3,Março,2018-03,1,Terça-feira,27,13
2018-03-28,2018,3,Março,2018-03,1,Quarta-feira,28,13
2018-03-29,2018,3,Março,2018-03,1,Quinta-feira,29,13
2018-03-30,2018,3,Março,2018-03,1,Sexta-feira,30,13
2018-03-31,2018,3,Março,2018-03,1,Sábado,31,13
2018-04-01,2018,4,Abril,2018-04,2,Domingo,1,13
2018-04-02,2018,4,Abril,2018-04,2,Segunda-feira,2,14
2018-04-03,2018,4,Abril,2018-04,2,Terça-feira,3,14
2018-04-04,2018,4,Abril,2018-04,2,Quarta-feira,4,14
2018-04-05,2018,4,Abril,2018-04,2,Quinta-feira,5,14
2018-04-06,2018,4,Abril,2018-04,2,Sexta-feira,6,14
2018-04-07,2018,4,Abril,2018-04,2,Sábado,7,14
2018-04-08,2018,4,Abril,2018-04,2,Domingo,8,14
2018-04-09,2018,4,Abril,2018-04,2,Segunda-feira,9,15
2018-04-10,2018,4,Abril,2018-04,2,Terça-feira,10,15
2018-04-11,2018,4,Abril,2018-04,2,Quarta-feira,11,15
2018-04-12,2018,4,Abril,2018-04,2,Quinta-feira,12,15
2018-04-13,2018,4,Abril,2018-04,2,Sexta-feira,13,15
2018-04-14,2018,4,Abril,2018-04,2,Sábado,14,15
2018-04-15,2018,4,Abril,2018-04,2,Domingo,15,15
2018-04-16,2018,4,Abril,2018-04,2,Segunda-feira,16,16
2018-04-17,2018,4,Abril,2018-04,2,Terça-feira,17,16
2018-04-18,2018,4,Abril,2018-04,2,Quarta-feira,18,16
2018-04-19,2018,4,Abril,2018-04,2,Quinta-feira,19,16
2018-04-20,2018,4,Abril,2018-04,2,Sexta-feira,20,16
2018-04-21,2018,4,Abril,2018-04,2,Sábado,21,16
2018-04-22,2018,4,Abril,2018-04,2,Domingo,22,16
2018-04-23,2018,4,Abril,2018-04,2,Segunda-feira,23,17
2018-04-24,2018,4,Abril,2018-04,2,Terça-feira,24,17
2018-04-25,2018,4,Abril,2018-04,2,Quarta-feira,25,17
2018-04-26,2018,4,Abril,2018-04,2,Quinta-feira,26,17
2018-04-27,2018,4,Abril,2018-04,2,Sexta-feira,27,17
2018-04-28,2018,4,Abril,2018-04,2,Sábado,28,17
2018-04-29,2018,4,Abril,2018-04,2,Domingo,29,17
2018-04-30,2018,4,Abril,2018-04,2,Segunda-feira,30,18
2018-05-01,2018,5,Maio,2018-05,2,Terça-feira,1,18
2018-05-02,2018,5,Maio,2018-05,2,Quarta-feira,2,18
2018-05-03,2018,5,Maio,2018-05,2,Quinta-feira,3,18
2018-05-04,2018,5,Maio,2018-05,2,Sexta-feira,4,18
2018-05-05,2018,5,Maio,2018-05,2,Sábado,5,18
2018-05-06,2018,5,Maio,2018-05,2,Domingo,6,18
2018-05-07,2018,5,Maio,2018-05,2,Segunda-feira,7,19
2018-05-08,2018,5,Maio,2018-05,2,Terça-feira,8,19
2018-05-09,2018,5,Maio,2018-05,2,Quarta-feira,9,19
2018-05-10,2018,5,Maio,2018-05,2,Quinta-feira,10,19
2018-05-11,2018,5,Maio,2018-05,2,Sexta-feira,11,19
2018-05-12,2018,5,Maio,2018-05,2,Sábado,12,19
2018-05-13,2018,5,Maio,2018-05,2,Domingo,13,19
2018-05-14,2018,5,Maio,2018-05,2,Segunda-feira,14,20
2018-05-15,2018,5,Maio,2018-05,2,Terça-feira,15,20
2018-05-16,2018,5,Maio,2018-05,2,Quarta-feira,16,20
2018-05-17,2018,5,Maio,2018-05,2,Quinta-feira,17,20
2018-05-18,2018,5,Maio,2018-05,2,Sexta-feira,18,20
2018-05-19,2018,5,Maio,2018-05,2,Sábado,19,20
2018-05-20,2018,5,Maio,2018-05,2,Domingo,20,20
2018-05-21,2018,5,Maio,2018-05,2,Segunda-feira,21,21
2018-05-22,2018,5,Maio,2018-05,2,Terça-feira,22,21
2018-05-23,2018,5,Maio,2018-05,2,Quarta-feira,23,21
2018-05-24,2018,5,Maio,2018-05,2,Quinta-feira,24,21
2018-05-25,2018,5,Maio,2018-05,2,Sexta-feira,25,21
2018-05-26,2018,5,Maio,2018-05,2,Sábado,26,21
2018-05-27,2018,5,Maio,2018-05,2,Domingo,27,21
2018-05-28,2018,5,Maio,2018-05,2,Segunda-feira,28,22
2018-05-29,2018,5,Maio,2018-05,2,Terça-feira,29,22
2018-05-30,2018,5,Maio,2018-05,2,Quarta-feira,30,22
2018-05-31,2018,5,Maio,2018-05,2,Quinta-feira,31,22
2018-06-01,2018,6,Junho,2018-06,2,Sexta-feira,1,22
2018-06-02,2018,6,Junho,2018-06,2,Sábado,2,22
2018-06-03,2018,6,Junho,2018-06,2,Domingo,3,22
2018-06-04,2018,6,Junho,2018-06,2,Segunda-feira,4,23
2018-06-05,2018,6,Junho,2018-06,2,Terça-feira,5,23
2018-06-06,2018,6,Junho,2018-06,2,Quarta-feira,6,23
2018-06-07,2018,6,Junho,2018-06,2,Quinta-feira,7,23
2018-06-08,2018,6,Junho,2018-06,2,Sexta-feira,8,23
2018-06-09,2018,6,Junho,2018-06,2,Sábado,9,23
2018-06-10,2018,6,Junho,2018-06,2,Domingo,10,23
2018-06-11,2018,6,Junho,2018-06,2,Segunda-feira,11,24
2018-06-12,2018,6,Junho,2018-06,2,Terça-feira,12,24
2018-06-13,2018,6,Junho,2018-06,2,Quarta-feira,13,24
2018-06-14,2018,6,Junho,2018-06,2,Quinta-feira,14,24
2018-06-15,2018,6,Junho,2018-06,2,Sexta-feira,15,24
2018-06-16,2018,6,Junho,2018-06,2,Sábado,16,24
2018-06-17,2018,6,Junho,2018-06,2,Domingo,17,24
2018-06-18,2018,6,Junho,2018-06,2,Segunda-feira,18,25
2018-06-19,2018,6,Junho,2018-06,2,Terça-feira,19,25
2018-06-20,2018,6,Junho,2018-06,2,Quarta-feira,20,25
2018-06-21,2018,6,Junho,2018-06,2,Quinta-feira,21,25
2018-06-22,2018,6,Junho,2018-06,2,Sexta-feira,22,25
2018-06-23,2018,6,Junho,2018-06,2,Sábado,23,25
2018-06-24,2018,6,Junho,2018-06,2,Domingo,24,25
2018-06-25,2018,6,Junho,2018-06,2,Segunda-feira,25,26
2018-06-26,2018,6,Junho,2018-06,2,Terça-feira,26,26
2018-06-27,2018,6,Junho,2018-06,2,Quarta-feira,27,26
2018-06-28,2018,6,Junho,2018-06,2,Quinta-feira,28,26
2018-06-29,2018,6,Junho,2018-06,2,Sexta-feira,29,26
2018-06-30,2018,6,Junho,2018-06,2,Sábado,30,26
2018-07-01,2018,7,Julho,2018-07,3,Domingo,1,26
2018-07-02,2018,7,Julho,2018-07,3,Segunda-feira,2,27
2018-07-03,2018,7,Julho,2018-07,3,Terça-feira,3,27
2018-07-04,2018,7,Julho,2018-07,3,Quarta-feira,4,27
2018-07-05,2018,7,Julho,2018-07,3,Quinta-feira,5,27
2018-07-06,2018,7,Julho,2018-07,3,Sexta-feira,6,27
2018-07-07,2018,7,Julho,2018-07,3,Sábado,7,27
2018-07-08,2018,7,Julho,2018-07,3,Domingo,8,27
2018-07-09,2018,7,Julho,2018-07,3,Segunda-feira,9,28
2018-07-10,2018,7,Julho,2018-07,3,Terça-feira,10,28
2018-07-11,2018,7,Julho,2018-07,3,Quarta-feira,11,28
2018-07-12,2018,7,Julho,2018-07,3,Quinta-feira,12,28
2018-07-13,2018,7,Julho,2018-07,3,Sexta-feira,13,28
2018-07-14,2018,7,Julho,2018-07,3,Sábado,14,28
2018-07-15,2018,7,Julho,2018-07,3,Domingo,15,28
2018-07-16,2018,7,Julho,2018-07,3,Segunda-feira,16,29
2018-07-17,2018,7,Julho,2018-07,3,Terça-feira,17,29
2018-07-18,2018,7,Julho,2018-07,3,Quarta-feira,18,29
2018-07-19,2018,7,Julho,2018-07,3,Quinta-feira,19,29
2018-07-20,2018,7,Julho,2018-07,3,Sexta-feira,20,29
2018-07-21,2018,7,Julho,2018-07,3,Sábado,21,29
2018-07-22,2018,7,Julho,2018-07,3,Domingo,22,29
2018-07-23,2018,7,Julho,2018-07,3,Segunda-feira,23,30
2018-07-24,2018,7,Julho,2018-07,3,Terça-feira,24,30
2018-07-25,2018,7,Julho,2018-07,3,Quarta-feira,25,30
2018-07-26,2018,7,Julho,2018-07,3,Quinta-feira,26,30
2018-07-27,2018,7,Julho,2018-07,3,Sexta-feira,27,30
2018-07-28,2018,7,Julho,2018-07,3,Sábado,28,30
2018-07-29,2018,7,Julho,2018-07,3,Domingo,29,30
2018-07-30,2018,7,Julho,2018-07,3,Segunda-feira,30,31
2018-07-31,2018,7,Julho,2018-07,3,Terça-feira,31,31
2018-08-01,2018,8,Agosto,2018-08,3,Quarta-feira,1,31
2018-08-02,2018,8,Agosto,2018-08,3,Quinta-feira,2,31
2018-08-03,2018,8,Agosto,2018-08,3,Sexta-feira,3,31
2018-08-04,2018,8,Agosto,2018-08,3,Sábado,4,31
2018-08-05,2018,8,Agosto,2018-08,3,Domingo,5,31
2018-08-06,2018,8,Agosto,2018-08,3,Segunda-feira,6,32
2018-08-07,2018,8,Agosto,2018-08,3,Terça-feira,7,32
2018-08-08,2018,8,Agosto,2018-08,3,Quarta-feira,8,32
2018-08-09,2018,8,Agosto,2018-08,3,Quinta-feira,9,32
2018-08-10,2018,8,Agosto,2018-08,3,Sexta-feira,10,32
2018-08-11,2018,8,Agosto,2018-08,3,Sábado,11,32
2018-08-12,2018,8,Agosto,2018-08,3,Domingo,12,32
2018-08-13,2018,8,Agosto,2018-08,3,Segunda-feira,13,33
2018-08-14,2018,8,Agosto,2018-08,3,Terça-feira,14,33
2018-08-15,2018,8,Agosto,2018-08,3,Quarta-feira,15,33
2018-08-16,2018,8,Agosto,2018-08,3,Quinta-feira,16,33
2018-08-17,2018,8,Agosto,2018-08,3,Sexta-feira,17,33
2018-08-18,2018,8,Agosto,2018-08,3,Sábado,18,33
2018-08-19,2018,8,Agosto,2018-08,3,Domingo,19,33
2018-08-20,2018,8,Agosto,2018-08,3,Segunda-feira,20,34
2018-08-21,2018,8,Agosto,2018-08,3,Terça-feira,21,34
2018-08-22,2018,8,Agosto,2018-08,3,Quarta-feira,22,34
2018-08-23,2018,8,Agosto,2018-08,3,Quinta-feira,23,34
2018-08-24,2018,8,Agosto,2018-08,3,Sexta-feira,24,34
2018-08-25,2018,8,Agosto,2018-08,3,Sábado,25,34
2018-08-26,2018,8,Agosto,2018-08,3,Domingo,26,34
2018-08-27,2018,8,Agosto,2018-08,3,Segunda-feira,27,35
2018-08-28,2018,8,Agosto,2018-08,3,Terça-feira,28,35
2018-08-29,2018,8,Agosto,2018-08,3,Quarta-feira,29,35
2018-08-30,2018,8,Agosto,2018-08,3,Quinta-feira,30,35
2018-08-31,2018,8,Agosto,2018-08,3,Sexta-feira,31,35
2018-09-01,2018,9,Setembro,2018-09,3,Sábado,1,35
2018-09-02,2018,9,Setembro,2018-09,3,Domingo,2,35
2018-09-03,2018,9,Setembro,2018-09,3,Segunda-feira,3,36
2018-09-04,2018,9,Setembro,2018-09,3,Terça-feira,4,36
2018-09-05,2018,9,Setembro,2018-09,3,Quarta-feira,5,36
2018-09-06,2018,9,Setembro,2018-09,3,Quinta-feira,6,36
2018-09-07,2018,9,Setembro,2018-09,3,Sexta-feira,7,36
2018-09-08,2018,9,Setembro,2018-09,3,Sábado,8,36
2018-09-09,2018,9,Setembro,2018-09,3,Domingo,9,36
2018-09-10,2018,9,Setembro,2018-09,3,Segunda-feira,10,37
2018-09-11,2018,9,Setembro,2018-09,3,Terça-feira,11,37
2018-09-12,2018,9,Setembro,2018-09,3,Quarta-feira,12,37
2018-09-13,2018,9,Setembro,2018-09,3,Quinta-feira,13,37
2018-09-14,2018,9,Setembro,2018-09,3,Sexta-feira,14,37
2018-09-15,2018,9,Setembro,2018-09,3,Sábado,15,37
2018-09-16,2018,9,Setembro,2018-09,3,Domingo,16,37
2018-09-17,2018,9,Setembro,2018-09,3,Segunda-feira,17,38
2018-09-18,2018,9,Setembro,2018-09,3,Terça-feira,18,38
2018-09-19,2018,9,Setembro,2018-09,3,Quarta-feira,19,38
2018-09-20,2018,9,Setembro,2018-09,3,Quinta-feira,20,38
2018-09-21,2018,9,Setembro,2018-09,3,Sexta-feira,21,38
2018-09-22,2018,9,Setembro,2018-09,3,Sábado,22,38
2018-09-23,2018,9,Setembro,2018-09,3,Domingo,23,38
2018-09-24,2018,9,Setembro,2018-09,3,Segunda-feira,24,39
2018-09-25,2018,9,Setembro,2018-09,3,Terça-feira,25,39
2018-09-26,2018,9,Setembro,2018-09,3,Quarta-feira,26,39
2018-09-27,2018,9,Setembro,2018-09,3,Quinta-feira,27,39
2018-09-28,2018,9,Setembro,2018-09,3,Sexta-feira,28,39
2018-09-29,2018,9,Setembro,2018-09,3,Sábado,29,39
2018-09-30,2018,9,Setembro,2018-09,3,Domingo,30,39
2018-10-01,2018,10,Outubro,2018-10,4,Segunda-feira,1,40
2018-10-02,2018,10,Outubro,2018-10,4,Terça-feira,2,40
2018-10-03,2018,10,Outubro,2018-10,4,Quarta-feira,3,40
2018-10-04,2018,10,Outubro,2018-10,4,Quinta-feira,4,40
2018-10-05,2018,10,Outubro,2018-10,4,Sexta-feira,5,40
2018-10-06,2018,10,Outubro,2018-10,4,Sábado,6,40
2018-10-07,2018,10,Outubro,2018-10,4,Domingo,7,40
2018-10-08,2018,10,Outubro,2018-10,4,Segunda-feira,8,41
2018-10-09,2018,10,Outubro,2018-10,4,Terça-feira,9,41
2018-10-10,2018,10,Outubro,2018-10,4,Quarta-feira,10,41
2018-10-11,2018,10,Outubro,2018-10,4,Quinta-feira,11,41
2018-10-12,2018,10,Outubro,2018-10,4,Sexta-feira,12,41
2018-10-13,2018,10,Outubro,2018-10,4,Sábado,13,41
2018-10-14,2018,10,Outubro,2018-10,4,Domingo,14,41
2018-10-15,2018,10,Outubro,2018-10,4,Segunda-feira,15,42
2018-10-16,2018,10,Outubro,2018-10,4,Terça-feira,16,42
2018-10-17,2018,10,Outubro,2018-10,4,Quarta-feira,17,42
2018-10-18,2018,10,Outubro,2018-10,4,Quinta-feira,18,42
